name,score_sm,score_md,score_lg,score_trf
Melissa,0.8393608074011775,1.0,0.9995794785534062,0.9966358284272497
Mia,0.9844357976653697,1.0,1.0,0.9904885430177259
Michael,0.999129677980853,0.9982593559617058,1.0,0.9769364664926022
Michelle,0.9965019676432006,1.0,1.0,1.0
Mildred,0.6973131821998321,0.9987405541561712,1.0,0.9303106633081444
Minnie,0.9539249146757679,1.0,1.0,0.9023037542662116
Nancy,0.4725415070242657,0.4223073648361005,0.9987228607918263,0.9318859088974032
Nicholas,1.0,0.9948586118251928,0.9927163667523564,0.9203084832904884
Nicole,0.9901372212692967,0.9781303602058319,1.0,0.9969982847341338
Noah,0.9910600255427842,1.0,1.0,0.8143891017454236
Olivia,0.9995769881556683,1.0,1.0,0.9771573604060914
Pamela,0.6373808537090758,0.9734769995855781,0.9954413593037712,0.9846663903854124
Patricia,0.9248888888888889,1.0,0.9826666666666667,0.9915555555555555
Rachel,0.7548330404217927,0.9991212653778558,0.9973637961335676,0.9226713532513181
Rebecca,1.0,1.0,1.0,0.9876325088339223
Richard,0.9995606326889279,0.9986818980667839,1.0,0.8892794376098418
Robert,0.9943453675511091,0.996520226185298,0.996520226185298,0.9739016963897347
Ronald,0.9973614775725593,0.9986807387862797,0.9995602462620933,0.9639401934916447
Ruth,1.0,1.0,1.0,0.9428571428571428
Samantha,0.8023156089193825,0.9832761578044596,1.0,0.9463979416809606
Sandra,0.5875634517766497,0.9564297800338409,0.9961928934010152,0.9860406091370558
Sarah,1.0,1.0,1.0,0.9333917616126205
Scott,0.6455122393472348,1.0,1.0,0.9823209428830463
Sharon,1.0,1.0,1.0,0.9890972525076319
Shirley,1.0,1.0,1.0,0.9850363403163745
Sophia,0.9452229299363057,1.0,1.0,0.8649681528662421
Stephanie,1.0,1.0,1.0,0.9894381073088298
Steven,0.99790004199916,1.0,1.0,0.9739605207895842
Susan,1.0,1.0,1.0,0.9836769759450171
Tammy,1.0,1.0,1.0,0.9505955006616674
Taylor,1.0,1.0,1.0,0.9987174005985464
Thomas,0.9912854030501089,0.9991285403050109,0.9978213507625272,0.8753812636165578
Tracy,0.8515151515151516,1.0,1.0,0.9558441558441558
Tyler,0.6568877551020408,0.9906462585034014,0.997874149659864,0.983843537414966
Virginia,1.0,1.0,1.0,0.9952090592334495
Walter,0.9991364421416234,0.9525043177892919,1.0,0.9628670120898101
William,0.9987007362494587,0.9991338241663058,1.0,0.6279774794283239
