name,score_sm,score_md,score_lg,score_trf
Abhishek,0.9882920110192838,0.9084022038567493,0.6776859504132231,0.6931818181818182
Adrien,0.9296360485268631,1.0,1.0,0.8679376083188908
Albert,1.0,0.9996562392574768,1.0,0.9563423856995531
Alivia,1.0,0.9773342354533153,1.0,0.8135994587280109
Alveria,0.7119113573407202,0.9778393351800554,0.528393351800554,0.8150969529085873
Amy,0.09804605722260991,0.11967899511514306,0.5097697138869505,0.9661549197487788
Andrew,0.4284727021423635,0.5580511402902557,0.4035936420179682,0.8607463718037318
Anna,0.9738006124532154,0.9993194964273563,0.9986389928547125,0.720653283429738
Anthony,0.9484752891692955,1.0,1.0,0.8881878724150017
Anton,1.0,1.0,1.0,0.8794326241134752
Audria,0.5296167247386759,0.5519163763066202,0.9306620209059233,0.9644599303135889
Brendell,0.8470708446866485,0.9948910081743869,0.5974114441416893,0.9792234332425068
Brynleigh,0.9544356230583362,0.9351052813255092,0.9982740766309975,0.9596133931653434
Calla,0.9884432358939497,1.0,0.9989802855200544,0.9479945615227736
Canwen,0.9996447602131439,0.9904085257548846,0.9989342806394316,0.9410301953818828
Carl,1.0,1.0,1.0,0.9332185886402754
Carmen,0.18374558303886926,1.0,0.9985865724381625,0.9639575971731449
Carrissa,0.5124517713083129,0.8354963170817257,0.9245878639074009,0.9529989477376359
Cecelia,0.7740232312565998,1.0,0.9982400563181978,0.781414994720169
Charles,0.7446808510638298,1.0,0.9941660947151681,0.8867536032944406
Chubby,0.9320320669222726,1.0,0.9794353433252004,0.9254095503659812
Clover,0.6183883564075258,0.3979410720624778,0.3422080227192048,0.9059282925097621
Colin,0.9889047959914101,1.0,1.0,0.9549033643521833
Derak,0.3668046928916494,0.6894409937888198,0.6266390614216701,0.9623878536922015
Dewey,0.936695652173913,0.9993043478260869,0.9996521739130435,0.9582608695652174
Dick,0.988339222614841,0.9978798586572438,1.0,0.9469964664310954
Donald,0.8123659756969264,1.0,0.9982130092923517,0.9821300929235168
Donta,0.9907056798623064,0.9993115318416523,1.0,0.9001721170395869
Edward,0.8671256454388985,0.9504302925989673,0.9886402753872633,0.8209982788296041
Ella,0.5523215523215523,0.9459459459459459,0.9993069993069993,0.7491337491337491
