name,score_sm,score_md,score_lg,score_trf
Quezon City,1.0,1.0,1.0,0.984375
Quillacollo,0.96875,0.65625,0.9375,0.953125
Quito,0.96875,0.96875,0.984375,0.96875
Quảng Hà,0.984375,1.0,1.0,0.9375
Rancagua,0.9375,0.328125,0.734375,0.953125
Randburg,0.984375,0.984375,0.984375,0.90625
Rawalpindi,0.28125,0.9375,0.984375,0.984375
Recife,0.078125,0.734375,0.984375,0.953125
Rennes,0.5,0.78125,0.890625,0.96875
Resistencia,0.9375,0.921875,0.953125,0.90625
Riberalta,0.84375,0.515625,0.5625,0.953125
Rijeka,1.0,0.984375,0.984375,0.96875
Rio de Janeiro,0.984375,0.984375,0.96875,0.984375
Rishon LeẔiyyon,0.3125,0.890625,0.34375,0.9375
Roodepoort,0.984375,0.875,0.828125,0.9375
Rotorua,0.984375,1.0,0.78125,0.953125
Rouen,0.3125,1.0,1.0,0.96875
Ruse,0.140625,0.203125,0.125,0.890625
Rîbniţa,0.09375,0.203125,0.359375,0.953125
Rēzekne,0.28125,0.1875,0.140625,0.953125
Sacaba,0.921875,0.984375,0.859375,0.953125
Saidu Sharif,0.984375,0.984375,0.953125,0.984375
Saint Paul’s Bay,0.78125,0.953125,0.84375,0.984375
Saint Petersburg,1.0,0.984375,0.984375,0.984375
Saitama,0.8125,0.984375,1.0,0.96875
Salaspils,0.375,1.0,0.953125,0.984375
Salta,0.953125,0.96875,1.0,0.96875
Salzburg,0.9375,0.96875,0.984375,0.9375
Samara,0.984375,0.96875,0.984375,0.96875
Samarkand,0.421875,0.515625,0.921875,0.953125
San Juan Sacatepéquez,0.921875,0.984375,0.953125,0.96875
San Miguel de Tucumán,0.90625,0.9375,0.953125,0.984375
San Pedro Carchá,0.890625,0.96875,0.9375,0.984375
San Salvador de Jujuy,0.953125,0.984375,0.90625,0.96875
Sandefjord,0.390625,0.03125,0.03125,0.953125
Sankt Gallen,1.0,0.984375,1.0,0.96875
Santa Tecla,0.984375,0.96875,0.984375,0.984375
Santa Teresa del Tuy,0.03125,0.96875,0.109375,0.984375
Santiago de Cuba,0.984375,0.96875,0.984375,0.984375
Santo Domingo de los Colorados,0.125,0.078125,0.09375,0.96875
Sapporo,0.984375,0.953125,0.96875,0.96875
Sarandë,0.4375,0.34375,0.9375,0.96875
Saurimo,0.609375,0.90625,0.984375,0.96875
Seattle,1.0,0.984375,1.0,0.953125
Semarang,0.953125,0.953125,1.0,0.96875
Semey,0.828125,0.984375,0.984375,0.984375
Seoul,0.984375,0.984375,1.0,0.984375
Setúbal,0.4375,0.34375,0.484375,0.96875
Sevan,0.296875,0.9375,0.4375,0.96875
Sevastopol,0.96875,0.984375,0.984375,0.9375
Sfax,0.671875,0.625,0.96875,0.953125
Shanghai,1.0,0.984375,0.984375,0.96875
Shenzhen,0.96875,0.984375,0.984375,0.96875
Shijiazhuang,0.953125,0.984375,1.0,0.9375
Shkodër,0.890625,0.921875,0.890625,0.96875
Shubrā al Khaymah,0.765625,0.84375,0.921875,0.96875
Shumen,0.4375,0.765625,0.46875,0.96875
Shymkent,0.4375,0.453125,0.953125,0.96875
Shīrāz,0.984375,0.96875,0.921875,0.953125
Sidi Bel Abbès,0.328125,1.0,1.0,0.96875
Sidi Bouzid,0.984375,0.96875,1.0,0.984375
Sintra,0.828125,0.5625,1.0,0.953125
Skien,0.5,0.515625,1.0,0.984375
Skopje,0.359375,0.984375,1.0,0.96875
Slavonski Brod,1.0,0.984375,0.96875,0.984375
Sliema,0.140625,0.21875,0.515625,0.953125
Sliven,0.40625,0.78125,0.921875,0.96875
Soacha,0.921875,0.96875,0.96875,0.953125
Sofia,0.421875,0.953125,1.0,0.953125
Sonsonate,0.640625,0.6875,0.953125,0.953125
Soroca,0.703125,0.34375,0.171875,0.984375
Sousse,0.78125,0.875,0.96875,0.96875
Soyapango,0.78125,0.828125,0.953125,0.953125
Split,0.953125,0.109375,0.90625,0.921875
St. Catharines,0.875,0.921875,0.953125,0.96875
Stara Zagora,1.0,1.0,1.0,0.953125
Stavanger,0.046875,0.96875,0.953125,0.984375
Stepanavan,0.875,0.953125,0.625,0.96875
Steyr,0.359375,0.453125,0.96875,0.953125
Stoke-on-Trent,0.015625,0.0,0.0,0.9375
Strasbourg,0.984375,1.0,1.0,0.890625
Strumica,0.921875,0.375,0.96875,0.96875
Subotica,0.90625,0.828125,0.96875,0.90625
Sucre,0.875,0.53125,1.0,0.96875
Suez,0.828125,0.90625,0.984375,0.953125
Sumbawanga,0.90625,0.96875,0.984375,0.984375
Sumqayıt,0.421875,0.984375,0.53125,0.96875
Surabaya,0.34375,0.984375,0.984375,0.96875
Surat Thani,0.953125,1.0,0.984375,0.984375
Surrey,0.84375,0.984375,1.0,0.953125
Suwon,0.90625,0.984375,0.984375,0.984375
Sydney,0.984375,0.984375,0.984375,0.9375
Szczecin,0.984375,1.0,0.96875,0.96875
Szeged,0.078125,0.953125,0.984375,0.984375
Szombathely,0.078125,0.390625,0.53125,0.984375
Székesfehérvár,0.859375,0.890625,0.984375,0.953125
São Paulo,1.0,0.984375,0.984375,1.0
Sétif,0.078125,0.4375,0.703125,0.96875
Sūrat,1.0,0.953125,0.984375,0.953125
Tabrīz,0.109375,0.96875,0.984375,0.953125
Taguig City,0.984375,0.984375,0.984375,0.984375
Tahoua,0.734375,0.703125,0.875,0.96875
Talca,0.984375,0.984375,0.984375,0.96875
Tampa,0.984375,1.0,1.0,0.9375
Tampere,0.75,1.0,1.0,0.984375
Tanga,0.984375,0.984375,0.96875,0.96875
Tangerang,1.0,0.984375,0.984375,0.984375
Tangier,0.25,0.015625,0.96875,0.96875
Taourirt,0.28125,0.875,0.984375,0.953125
Taranto,0.8125,0.875,0.953125,0.96875
Taraz,0.546875,0.984375,0.96875,0.96875
Tarija,0.53125,0.359375,0.953125,0.96875
Tarrasa,0.96875,0.984375,0.984375,0.953125
Tashkent,0.484375,0.921875,0.96875,0.984375
Tauranga,0.953125,1.0,0.984375,0.96875
Tehran,1.0,0.984375,1.0,0.96875
Tel Aviv-Yafo,0.71875,0.96875,0.03125,0.90625
Temuco,0.953125,0.921875,0.984375,0.96875
Tetovo,0.84375,0.984375,0.984375,0.96875
The Hague,0.625,0.640625,0.453125,0.9375
Thessaloníki,0.203125,0.375,0.453125,0.96875
Thika,0.046875,0.03125,0.109375,0.96875
Thun,0.921875,0.984375,1.0,0.96875
Thủ Đức,0.859375,0.84375,0.296875,0.84375
Tianjin,0.984375,0.96875,0.984375,0.96875
Tijuana,0.796875,0.953125,0.984375,0.96875
Timişoara,1.0,1.0,0.984375,0.96875
Tirana,1.0,1.0,0.984375,0.953125
Tiraspol,0.984375,0.84375,0.984375,0.96875
Tokyo,1.0,0.984375,0.984375,0.953125
Toronto,0.96875,1.0,1.0,0.953125
Tororo,0.953125,0.84375,0.9375,0.953125
Toulouse,0.171875,0.984375,0.875,0.96875
Townsville,1.0,0.984375,0.515625,0.9375
Trenčín,0.953125,0.96875,0.953125,0.96875
Trieste,0.65625,0.984375,0.984375,0.953125
Trnava,0.984375,0.984375,0.96875,0.96875
Trondheim,0.84375,0.984375,0.984375,0.96875
Tunis,0.40625,0.9375,0.984375,0.9375
Turin,0.921875,1.0,1.0,0.953125
Turku,0.46875,1.0,1.0,0.953125
Tétouan,0.96875,0.671875,0.953125,0.984375
Udon Thani,1.0,0.703125,0.96875,0.953125
Ufa,0.84375,0.96875,0.984375,0.953125
Ulsan,1.0,0.984375,0.984375,0.96875
Usulután,0.375,0.1875,0.265625,0.984375
Utena,0.96875,1.0,0.953125,0.953125
Utrecht,0.9375,1.0,0.96875,0.953125
Uíge,0.65625,0.96875,0.9375,0.96875
Valjevo,0.84375,0.84375,0.453125,0.96875
Valledupar,0.90625,0.84375,0.984375,0.96875
Valmiera,0.984375,0.8125,0.875,0.984375
Vanadzor,0.609375,0.859375,0.96875,0.96875
Vantaa,0.515625,0.96875,0.828125,0.953125
Velenje,0.875,0.921875,0.96875,0.984375
Veles,0.96875,0.875,0.953125,0.953125
Velika Gorica,1.0,0.984375,1.0,0.96875
Ventspils,0.484375,0.671875,0.984375,0.9375
Vereeniging,0.359375,0.390625,0.421875,0.96875
Vigo,0.96875,0.96875,1.0,0.953125
Vila Franca de Xira,0.40625,0.828125,0.953125,0.96875
Vila Nova de Gaia,0.90625,0.984375,0.890625,0.953125
Villa Nueva,0.9375,1.0,0.96875,0.953125
Villa Tunari,0.84375,0.9375,0.984375,0.96875
Vilnius,0.625,0.390625,0.984375,0.953125
Vinh,0.546875,0.96875,0.96875,0.96875
Vitoria-Gasteiz,0.875,0.703125,0.96875,0.953125
Vitsyebsk,0.96875,0.671875,0.78125,0.953125
Viña del Mar,0.796875,0.234375,0.65625,0.984375
Vlorë,0.96875,0.46875,0.984375,0.96875
Vólos,0.96875,0.515625,0.6875,0.953125
Waitakere,0.21875,0.71875,0.328125,0.953125
Warnes,0.375,0.40625,0.875,0.921875
Welkom,0.921875,1.0,0.984375,0.96875
Wels,0.90625,0.984375,0.984375,0.90625
Wiener Neustadt,0.953125,0.96875,0.984375,0.953125
Winnipeg,0.765625,1.0,0.953125,0.8125
Winterthur,1.0,1.0,0.859375,0.96875
Wollongong,0.5625,0.921875,1.0,0.96875
Wolverhampton,0.984375,0.984375,1.0,0.96875
Wrocław,0.796875,0.75,0.984375,0.953125
Xırdalan,0.90625,0.984375,0.9375,0.96875
Yekaterinburg,0.984375,1.0,0.984375,0.96875
Yerevan,0.953125,1.0,0.984375,0.96875
Yevlax,0.9375,0.96875,0.984375,0.9375
Yokohama,0.5625,0.90625,0.96875,0.984375
Zaanstad,0.9375,0.84375,0.890625,0.96875
Zadar,0.90625,0.984375,0.984375,0.96875
Zagreb,1.0,0.984375,1.0,0.96875
Zamboanga City,1.0,1.0,1.0,0.984375
Zanzibar,0.0625,0.875,0.984375,0.9375
Zapopan,1.0,0.984375,0.984375,0.984375
Zaporizhzhia,1.0,0.96875,0.984375,0.96875
Zemun,1.0,0.96875,0.890625,0.96875
Zinder,0.953125,0.828125,0.828125,0.96875
Zrenjanin,0.96875,0.921875,0.984375,0.984375
Zürich,0.9375,0.953125,1.0,0.953125
Öskemen,0.0625,0.1875,0.234375,0.96875
Ústí nad Labem,0.25,0.109375,0.0,0.953125
Čačak,0.453125,0.984375,0.984375,0.9375
České Budějovice,0.9375,0.96875,0.9375,0.953125
İzmir,0.890625,0.96875,1.0,0.96875
Łódź,0.96875,0.984375,0.984375,0.9375
Ōsaka,0.953125,0.953125,0.96875,0.953125
Şanlıurfa,0.5625,0.84375,0.375,0.96875
Şirvan,0.65625,0.96875,0.921875,0.953125
Şəki,0.984375,0.96875,0.984375,0.8125
Šiauliai,0.15625,0.171875,0.375,0.953125
Šibenik,0.9375,0.390625,0.390625,0.96875
Štip,0.546875,0.375,0.953125,0.953125
Ţanţā,0.96875,0.984375,0.984375,0.84375
Żabbar,0.53125,1.0,0.96875,0.953125
Żejtun,0.265625,0.484375,0.59375,0.953125
Žilina,0.890625,0.78125,0.9375,0.9375
Ḩalwān,0.859375,0.75,0.875,0.796875
Ḩamāh,0.6875,0.96875,0.96875,0.8125
’s-Hertogenbosch,0.015625,0.078125,0.03125,0.6875
